u235f
1131.493413281132
1153.8936862392284
1169.8175526428263
1122.7714755866853
1155.7733494320657
1171.2143113461004
1166.6444749811683
1098.6312425645283
1153.6231652193842
1126.9763352640377
1066.6584970395247
1187.5630576162862
1255.073224042542
1197.337592692838
1110.3850817592306
1189.5050738559469
1036.87168242512
1140.3449072339588
1075.1717291115904
1211.0002312108377
1146.5815218146163
1136.236844527741
1104.5691627712524
1117.5911607883907
1228.9351111783342
1231.5649778770653
1206.52476665057
1292.621684979261
1189.9023117004133
1148.6507438027556
1057.4249491607725
1120.4363995227313
1086.7738554082416
1120.6320378020125
1086.0561682655082
1190.380092223386
1240.645578837632
1097.749357254751
1093.4251304801355
1226.335121587956
1121.5955318646918
1120.7384167643652
1171.017916702515
1194.828073118677
1019.2334933611326
1166.0460429487216
1179.1381694566073
1198.7133377959838
1116.1549010689246
1029.4408385437646
1204.2602052289897
1224.144407741072
1122.275073357349
1156.5884625550766
1085.4172959085035
1204.1727920892556
1162.507621234012
1184.0017041452663
1109.0730703832394
1073.8268575910606
1193.185746052124
1125.8582057365538
1194.0674358271342
1179.8146633093104
1151.9757387372076
1153.0304057633557
1134.2061037966032
1226.742478111825
1104.3350510390474
1054.7866333126296
1184.3023988195841
1205.2748180263225
1183.803870926167
1034.1139460722834
1095.2832223779226
1313.674408654375
1054.933332827768
1195.2039051304225
1063.092396437785
1127.7873843241864
1091.131705115063
1112.6082846249337
1155.8102497117754
1131.7536475697152
1116.937492366937
1099.402013618477
1082.9974003998357
1198.7946031096255
1253.8615925626657
1114.3666122262891
1127.673383570371
1125.8633049037026
1160.7922057706014
1203.9918824156941
1160.4733169251845
1144.6153273482673
1088.0972680542363
1143.4531826661707
1221.2970747869538
1154.804682547106
1187.3429797632634
1149.028710954993
1166.2919773605877
1062.9600022983682
1151.8075694754104
1200.271532793369
1202.6780997220717
1213.5512132266113
1201.7235779553857
1191.7084290920566
1145.3798021253597
1351.9963184877772
1092.3529389715677
1042.0323593703915
1115.4163217101345
1138.2017018979734
1116.6483065075606
1117.3335780178638
1045.6949764973851
1183.7854099850285
1199.6495710648355
1158.271405492662
1146.7631115974011
1147.6020698020855
1207.3216128520328
1140.0586271559398
1196.3499770428602
1186.146459078446
1168.6222713044888
1057.3825556869092
1141.7275336200153
1123.3786261235898
1018.6373911474353
1255.9516808522617
1058.2221143396646
1156.9237946403355
1066.4496675806095
1095.5325359834758
1184.083916152786
1106.160290048206
1100.8769008942359
1132.1783641854975
1286.6368366136041
1140.7498789367187
1073.2966388440013
1185.1191584148153
1181.6598764108753
1075.9362417020282
1090.5743926194018
1124.22278590864
1131.7351656972241
1158.4800133966128
1115.0253718976724
1206.5994506737102
1101.2945482476036
1314.9089912154045
1068.798347000005
1240.440298006062
1113.012947327943
1181.100112198961
1133.399497196457
1132.1369933583373
1141.0673736898189
1193.5154944753403
1136.7578320083626
1079.5383409295457
1071.7337363463905
1198.0608083990596
1167.69403018409
1080.7641414651048
1124.7534946988746
1152.673245444572
1145.582544828985
1127.5936779533781
1240.301697087607
1204.0293045946773
1179.6774157417337
1302.589300179142
1127.3234740212863
1117.9315154108817
1172.1257146359046
1073.8375710295613
1181.0581580028718
1129.3122467634091
1172.7311616484221
1135.8366125996538
1123.7817778313008
1224.2466424022034
1288.8224655835454
1082.1062834059785
1084.84646162631
1226.9033513323418
1071.572816296946
1184.5323665052676
1132.31357675537
1077.4636220695884
1081.5543254946222
1133.68410070641
1118.6375911036075
1102.7072660957217
1189.2254041772317
1148.7302290495757
1068.2620021632808
1151.159839282844
1104.4529368283086
1085.9836610611342
1229.601605389671
1060.8187275692262
1234.2609181668988
1197.5444562047708
1084.924398519091
1180.0605533920564
1187.9959321598496
1173.0685096798995
1074.0352671843452
1341.7190582848489
1175.9588739404992
1137.7159196367877
1112.956611303742
1160.3880095960897
1088.5370306580808
1220.1546530375272
1216.9436281111682
1175.4474601498928
1093.7867984317731
1364.340992931353
1120.0346700322211
1119.0217650964305
1102.0014955687652
1130.634264447636
1208.3331439745318
1188.7121378411
1079.5603790579894
1108.8570910964274
1131.9216607349526
1130.323098907005
1108.100897025641
1403.3534344199195
1046.5714125834384
1185.831231246109
1171.210073164443
1217.157571848679
1113.8759910382175
1069.6777372417214
1038.3235373302475
1153.7293871450265
1115.869356425561
1156.8487293302885
1130.9813842426104
1112.4704549545713
1119.8976466527868
1244.1174123630642
1092.9110704127672
1078.6397720668592
1186.4507015149356
1209.5311191864687
1081.7219101234743
1029.2900022099934
1173.4934988892524
1225.807107735175
1216.494421551763
1060.7944679347609
1170.4450853484614
1160.6211093094141
1222.0003776685016
1163.7253199128677
1174.0413379394447
1146.1000570545173
1104.997767275155
1221.4073577395807
1070.9726093387021
1170.3321318336573
1160.7103727280207
1400.4615644820005
1287.1873566723502
1071.1795848134223
1217.0406287249712
1262.8015449806392
1221.5322062451053
1080.3648967769436
1123.1654604231533
1192.2098516442695
1220.0249405652148
1168.5438546702844
1169.2236602187052
1118.8331971243465
1082.266552942818
1166.2096723104162
1213.2822063836759
1225.0360377307916
1103.0766611901117
1065.53022445182
1117.2036365558042
1170.874769506351
1261.7216530383002
1118.1672326949554
1193.097853272815
1178.817562589838
1172.2151126365013
1143.1635419997867
1197.5865445766622
1089.6217371588991
1122.3175654248657
1125.5444040034222
1323.7661610018404
1122.1600274195948
1111.7940387689116
1117.610383643373
1137.9121798425783
1127.7083490106525
1077.8839641813113
1158.2073736133893
1224.1705686607386
1206.919462541357
1087.3649931571606
1238.904409278919
1254.0699732404155
1124.6252785769304
1118.0611278029007
1141.058764837991
1131.0063546687757
1399.6707027024736
1141.2070484735125
1130.7272066415317
1110.012084151948
1057.610854929116
1146.7411385959342
1049.1660372092804
1132.9117649489588
1216.8705240921602
1101.4863430173948
1116.3223593600032
1061.8509493613096
1117.2729789521743
1146.630016361711
1180.415940366654
1131.7647837648026
1317.6207388002736
1124.6060907492913
1097.2256620454891
1108.5515673403609
1173.1272083959634
1257.6693185863646
1091.3519753124372
1116.009094056851
1098.4617596307598
1080.7414174537682
1194.1790569872849
1111.3479201922119
1040.767505900451
1163.0868444139476
1112.2041828079934
1206.6732921063056
1114.9421677929158
1107.3690337980142
1126.8419295639305
1088.7466907791331
1095.7444389943455
1110.133949601947
1218.4016587732317
1090.9906655853454
1141.3969240831311
1155.930767015508
1103.5772528163143
1095.6818525046046
1263.155727950282
1138.4655955694363
1162.5899185713579
1124.1148537042798
1147.9123768635068
1146.088515875507
1114.4523492237488
1159.9869369943033
1134.4188764567994
1164.713000610315
1092.1962222086797
1188.7428774440903
1082.580761054058
1148.0222972993404
